Ensembl Gene ID	Human Ensembl Gene ID	dS	dN	% Identity	Human % Identity
FBgn0037153	ENSG00000079931			23	29
FBgn0028500	ENSG00000107036			34	34
FBgn0015075	ENSG00000079785			60	59
FBgn0037156	ENSG00000100744			23	27
FBgn0004179	ENSG00000101152			47	55
FBgn0004179	ENSG00000147570			44	50
FBgn0025702	ENSG00000135250			33	35
FBgn0025702	ENSG00000184343			32	42
FBgn0025702	ENSG00000096063			31	35
FBgn0011771	ENSG00000061676			59	59
FBgn0011771	ENSG00000123338			48	48
FBgn0027086	ENSG00000196305			54	52
FBgn0037162	ENSG00000213085			24	23
FBgn0037170	ENSG00000184470			52	52
FBgn0037172	ENSG00000167774			23	30
FBgn0037182	ENSG00000149182			36	38
FBgn0037182	ENSG00000242247			36	38
FBgn0052452	ENSG00000100941			7	5
FBgn0037185	ENSG00000180694			26	25
FBgn0260481	ENSG00000196236			22	23
FBgn0037186	ENSG00000113492			52	52
FBgn0037188	ENSG00000138670			34	49
FBgn0037188	ENSG00000198915			29	41
FBgn0037188	ENSG00000146090			32	46
FBgn0052451	ENSG00000017260			55	58
FBgn0052451	ENSG00000064270			51	55
FBgn0053169	ENSG00000166002			55	54
FBgn0037199	ENSG00000128463			53	48
FBgn0010348	ENSG00000134287			93	93
FBgn0010348	ENSG00000143761			95	96
FBgn0010348	ENSG00000255863			29	85
FBgn0010348	ENSG00000228696			37	54
FBgn0037200	ENSG00000241058			41	39
FBgn0037202	ENSG00000145736			46	51
FBgn0037202	ENSG00000183474			46	51
FBgn0262509	ENSG00000126259			10	15
FBgn0262509	ENSG00000149571			10	14
FBgn0262509	ENSG00000183853			11	16
FBgn0024733	ENSG00000147403			76	78
FBgn0024733	ENSG00000165496			74	76
FBgn0000258	ENSG00000101266			85	73
FBgn0000258	ENSG00000070770			80	77
FBgn0037212	ENSG00000138435			36	40
FBgn0010215	ENSG00000066032			63	64
FBgn0010215	ENSG00000044115			61	61
FBgn0010215	ENSG00000183230			50	51
FBgn0052230	ENSG00000189043			51	52
FBgn0052230	ENSG00000185633			37	36
FBgn0250816	ENSG00000197181			34	30
FBgn0250816	ENSG00000184571			32	31
FBgn0250816	ENSG00000134627			33	33
FBgn0250816	ENSG00000125207			37	37
FBgn0039977	ENSG00000119953			42	43
FBgn0040056	ENSG00000004660			31	40
FBgn0040056	ENSG00000110931			33	38
FBgn0058045	ENSG00000132388			81	46
FBgn0011288	ENSG00000092531			49	49
FBgn0044510	ENSG00000144029			35	33
FBgn0028993	ENSG00000136352			25	17
FBgn0028993	ENSG00000125816			25	19
FBgn0085736	ENSG00000090266			27	24
FBgn0058002	ENSG00000090266			27	24
FBgn0040022	ENSG00000099381			23	22
FBgn0040022	ENSG00000139718			24	21
FBgn0040020	ENSG00000152944			54	53
FBgn0260008	ENSG00000173660			38	35
FBgn0069977	ENSG00000158715			24	12
FBgn0085625	ENSG00000158715			23	6
FBgn0040001	ENSG00000169710			36	35
FBgn0058178	ENSG00000116138			22	22
FBgn0058160	ENSG00000187950			20	7
FBgn0063670	ENSG00000130165			72	71
FBgn0260987	ENSG00000164754			34	38
FBgn0260987	ENSG00000244588			30	39
FBgn0028697	ENSG00000174748			74	74
FBgn0024804	ENSG00000260537			30	52
FBgn0024804	ENSG00000168872			54	50
FBgn0024804	ENSG00000157349			53	50
FBgn0024804	ENSG00000109832			54	50
FBgn0037218	ENSG00000116675			22	28
FBgn0037218	ENSG00000178950			37	33
FBgn0261436	ENSG00000119125			43	41
FBgn0037220	ENSG00000086589			60	59
FBgn0015331	ENSG00000183258			64	64
FBgn0010225	ENSG00000006747			34	35
FBgn0010225	ENSG00000148180			37	35
FBgn0010225	ENSG00000127831			34	30
FBgn0010225	ENSG00000135407			35	32
FBgn0010225	ENSG00000042493			18	38
FBgn0037222	ENSG00000186452			20	22
FBgn0037222	ENSG00000100312			16	15
FBgn0037229	ENSG00000203780			26	15
FBgn0041605	ENSG00000145920			32	34
FBgn0041605	ENSG00000168993			34	35
FBgn0037231	ENSG00000115561			56	49
FBgn0037232	ENSG00000156502			57	55
FBgn0261086	ENSG00000143469			31	29
FBgn0261086	ENSG00000139973			30	28
FBgn0261434	ENSG00000165244			19	16
FBgn0037238	ENSG00000140090			29	30
FBgn0037238	ENSG00000185052			29	29
FBgn0037239	ENSG00000107819			53	53
FBgn0037239	ENSG00000164466			55	55
FBgn0037241	ENSG00000168936			29	33
FBgn0037242	ENSG00000198060			38	52
FBgn0086605	ENSG00000239857			36	37
FBgn0037244	ENSG00000104756			55	47
FBgn0037245	ENSG00000103248			21	29
FBgn0052944	ENSG00000165752			42	39
FBgn0052944	ENSG00000152953			46	50
FBgn0052944	ENSG00000169302			45	51
FBgn0037248	ENSG00000109819			11	15
FBgn0037248	ENSG00000148840			17	11
FBgn0037248	ENSG00000155846			10	11
FBgn0037250	ENSG00000066651			38	40
FBgn0037251	ENSG00000175536			45	46
FBgn0037252	ENSG00000257390			10	19
FBgn0037252	ENSG00000135392			17	24
FBgn0051522	ENSG00000066322			34	44
FBgn0051522	ENSG00000164181			38	49
FBgn0051523	ENSG00000066322			32	41
FBgn0051523	ENSG00000164181			36	45
FBgn0037255	ENSG00000145216			20	23
FBgn0037263	ENSG00000181625			36	39
FBgn0037263	ENSG00000132207			36	39
FBgn0037262	ENSG00000108590			40	63
FBgn0087013	ENSG00000065150			51	51
FBgn0087013	ENSG00000137040			48	48
FBgn0037265	ENSG00000133104			27	22
FBgn0051534	ENSG00000136153			10	6
FBgn0051534	ENSG00000064042			14	11
FBgn0037270	ENSG00000175390			47	37
FBgn0026620	ENSG00000138162			26	2
FBgn0026620	ENSG00000147526			25	8
FBgn0026620	ENSG00000013810			22	6
FBgn0010750	ENSG00000006712			48	49
FBgn0037275	ENSG00000263002			20	15
FBgn0037275	ENSG00000124459			20	15
FBgn0037275	ENSG00000159917			19	14
FBgn0037275	ENSG00000167380			20	13
FBgn0037275	ENSG00000131115			21	14
FBgn0037275	ENSG00000062370			20	12
FBgn0037275	ENSG00000186019			18	14
FBgn0037275	ENSG00000159905			18	15
FBgn0037275	ENSG00000256294			19	14
FBgn0037275	ENSG00000149050			19	16
FBgn0037275	ENSG00000159915			17	13
FBgn0037275	ENSG00000204920			16	16
FBgn0037275	ENSG00000196793			17	20
FBgn0037275	ENSG00000186026			18	16
FBgn0037275	ENSG00000167383			20	12
FBgn0037275	ENSG00000179195			15	31
FBgn0037275	ENSG00000178386			14	16
FBgn0037275	ENSG00000159885			13	14
FBgn0037275	ENSG00000159882			13	15
FBgn0037276	ENSG00000145075			20	21
FBgn0260794	ENSG00000153827			30	47
FBgn0026417	ENSG00000136273			29	29
FBgn0026417	ENSG00000188996			25	25
FBgn0037279	ENSG00000173540			69	65
FBgn0037280	ENSG00000163093			43	48
FBgn0037280	ENSG00000251569			42	29
FBgn0003002	ENSG00000139800			30	28
FBgn0003002	ENSG00000174963			26	42
FBgn0003002	ENSG00000043355			31	36
FBgn0003002	ENSG00000152977			29	40
FBgn0003002	ENSG00000156925			29	38
FBgn0004913	ENSG00000035928			39	34
FBgn0004436	ENSG00000119048			86	86
FBgn0004436	ENSG00000077721			88	88
FBgn0037292	ENSG00000156968			21	20
FBgn0037292	ENSG00000261130			12	19
FBgn0037293	ENSG00000100949			37	33
FBgn0259212	ENSG00000130396			33	36
FBgn0037296	ENSG00000136930			31	36
FBgn0037296	ENSG00000205220			29	34
FBgn0037296	ENSG00000261884			23	30
FBgn0037297	ENSG00000107185			34	39
FBgn0037298	ENSG00000143653			39	39
FBgn0037299	ENSG00000139722			29	22
FBgn0037299	ENSG00000167987			29	17
FBgn0037299	ENSG00000176428			24	20
FBgn0037299	ENSG00000155975			18	10
FBgn0040208	ENSG00000186625			48	55
FBgn0040208	ENSG00000102781			49	58
FBgn0037301	ENSG00000155229			27	25
FBgn0087005	ENSG00000171160			35	48
FBgn0037305	ENSG00000145293			38	38
FBgn0086689	ENSG00000135766			43	28
FBgn0086689	ENSG00000129521			39	46
FBgn0086689	ENSG00000171570			40	27
FBgn0037307	ENSG00000126768			34	35
FBgn0037307	ENSG00000134375			33	44
FBgn0013576	ENSG00000111912			46	10
FBgn0013576	ENSG00000164830			45	11
FBgn0013576	ENSG00000101342			39	38
FBgn0037310	ENSG00000126768			52	42
FBgn0037310	ENSG00000134375			50	52
FBgn0037312	ENSG00000132581			48	49
FBgn0037312	ENSG00000128228			50	48
FBgn0037313	ENSG00000175348			20	27
FBgn0037313	ENSG00000116857			22	31
FBgn0250746	ENSG00000159377			38	38
FBgn0037315	ENSG00000100422			26	33
FBgn0037315	ENSG00000188452			19	23
FBgn0003275	ENSG00000100142			66	69
FBgn0086695	ENSG00000159147			30	30
FBgn0041707	ENSG00000166922			26	33
FBgn0037321	ENSG00000168246			47	50
FBgn0037321	ENSG00000165886			46	50
FBgn0037323	ENSG00000137561			21	23
FBgn0037326	ENSG00000141150			24	36
FBgn0037326	ENSG00000100276			21	32
FBgn0037327	ENSG00000172071			29	30
FBgn0037328	ENSG00000182899			43	61
FBgn0037330	ENSG00000135900			34	33
FBgn0011715	ENSG00000099956			68	65
FBgn0025825	ENSG00000171720			65	67
FBgn0037332	ENSG00000159267			20	28
FBgn0015402	ENSG00000171435			30	30
FBgn0015402	ENSG00000141068			29	30
FBgn0051550	ENSG00000105705			42	20
FBgn0051550	ENSG00000064607			20	6
FBgn0051547	ENSG00000064651			42	35
FBgn0051547	ENSG00000074803			42	38
FBgn0051547	ENSG00000070915			38	37
FBgn0010399	ENSG00000176884			42	44
FBgn0010051	ENSG00000096433			51	54
FBgn0010051	ENSG00000150995			56	58
FBgn0010051	ENSG00000123104			53	56
FBgn0014342	ENSG00000106290			28	23
FBgn0086768	ENSG00000120265			55	44
FBgn0037338	ENSG00000198924			22	16
FBgn0037339	ENSG00000155252			36	53
FBgn0037339	ENSG00000249967			33	52
FBgn0037339	ENSG00000038210			37	55
FBgn0037341	ENSG00000147535			30	41
FBgn0037341	ENSG00000203805			30	41
FBgn0037342	ENSG00000126254			41	26
FBgn0041191	ENSG00000106615			64	63
FBgn0041191	ENSG00000167550			49	49
FBgn0023023	ENSG00000147647			48	55
FBgn0023023	ENSG00000092964			47	48
FBgn0023023	ENSG00000157851			45	47
FBgn0023023	ENSG00000113657			47	40
FBgn0023023	ENSG00000072832			45	39
FBgn0023023	ENSG00000151640			46	48
FBgn0037344	ENSG00000070047			13	18
FBgn0037344	ENSG00000126461			7	12
FBgn0037344	ENSG00000139218			8	13
FBgn0037345	ENSG00000116670			29	27
FBgn0014366	ENSG00000183431			64	65
FBgn0015324	ENSG00000131100			62	62
FBgn0015324	ENSG00000250565			61	61
FBgn0250753	ENSG00000082153			51	48
FBgn0250753	ENSG00000136261			49	50
FBgn0037347	ENSG00000109618			46	44
FBgn0017550	ENSG00000111596			33	35
FBgn0019637	ENSG00000166477			35	38
FBgn0044823	ENSG00000158985			47	48
FBgn0044823	ENSG00000197622			33	35
FBgn0037351	ENSG00000142541			54	54
FBgn0037356	ENSG00000151093			52	50
FBgn0027951	ENSG00000149480			38	48
FBgn0027951	ENSG00000057935			35	58
FBgn0027951	ENSG00000182979			42	49
FBgn0262125	ENSG00000101310			72	73
FBgn0262125	ENSG00000100934			73	74
FBgn0037358	ENSG00000187446			62	60
FBgn0037358	ENSG00000166869			50	48
FBgn0037359	ENSG00000160563			40	38
FBgn0037360	ENSG00000005955			32	30
FBgn0046222	ENSG00000136709			47	28
FBgn0010772	ENSG00000197976			27	31
FBgn0037363	ENSG00000023287			27	23
FBgn0037364	ENSG00000112210			50	56
FBgn0261261	ENSG00000136111			24	30
FBgn0261261	ENSG00000065882			23	31
FBgn0037365	ENSG00000119383			22	29
FBgn0004878	ENSG00000130940			36	16
FBgn0037368	ENSG00000146834			44	19
FBgn0037369	ENSG00000072756			43	48
FBgn0037370	ENSG00000137106			49	52
FBgn0037371	ENSG00000125755			36	33
FBgn0027497	ENSG00000115216			42	50
FBgn0027497	ENSG00000185189			38	48
FBgn0037372	ENSG00000110063			34	38
FBgn0262603	ENSG00000131558			34	35
FBgn0037374	ENSG00000171135			29	32
FBgn0037375	ENSG00000186625			33	46
FBgn0037375	ENSG00000102781			36	49
FBgn0037376	ENSG00000128708			40	38
FBgn0028690	ENSG00000197170			46	51
FBgn0037377	ENSG00000056050			27	35
FBgn0037379	ENSG00000048405			15	22
FBgn0261561	ENSG00000119703			15	12
FBgn0037382	ENSG00000079134			36	38
FBgn0037383	ENSG00000113734			34	29
FBgn0037384	ENSG00000063978			13	22
FBgn0037386	ENSG00000136856			30	32
FBgn0037386	ENSG00000160326			27	27
FBgn0037387	ENSG00000136856			31	31
FBgn0037387	ENSG00000160326			27	26
FBgn0029088	ENSG00000154309			29	23
FBgn0029088	ENSG00000140323			25	22
FBgn0028436	ENSG00000130159			32	30
FBgn0037391	ENSG00000172432			47	47
FBgn0003261	ENSG00000100201			51	40
FBgn0003261	ENSG00000108654			51	48
FBgn0037395	ENSG00000188886			25	20
FBgn0051559	ENSG00000215203			19	30
FBgn0051559	ENSG00000204928			11	21
FBgn0037408	ENSG00000119973			23	28
FBgn0037408	ENSG00000185149			23	28
FBgn0037408	ENSG00000204174			21	26
FBgn0037408	ENSG00000164128			20	24
FBgn0037408	ENSG00000164129			19	20
FBgn0037431	ENSG00000134020			24	22
FBgn0037432	ENSG00000089220			52	52
FBgn0261789	ENSG00000125743			85	86
FBgn0037435	ENSG00000122435			31	29
FBgn0014001	ENSG00000149269			47	60
FBgn0014001	ENSG00000077264			48	59
FBgn0014001	ENSG00000180370			47	64
FBgn0261641	ENSG00000113649			45	16
FBgn0261641	ENSG00000176769			9	6
FBgn0037439	ENSG00000155393			27	25
FBgn0010282	ENSG00000125651			36	41
FBgn0037442	ENSG00000082996			22	31
FBgn0037442	ENSG00000108523			20	31
FBgn0037442	ENSG00000105428			16	20
FBgn0037442	ENSG00000101236			6	20
FBgn0037442	ENSG00000133874			7	25
FBgn0037443	ENSG00000133069			39	28
FBgn0037443	ENSG00000172765			37	28
FBgn0037443	ENSG00000057704			32	34
FBgn0037443	ENSG00000102080			17	21
FBgn0037443	ENSG00000182242			17	21
FBgn0037443	ENSG00000185254			17	21
FBgn0261972	ENSG00000104885			21	25
FBgn0037445	ENSG00000181827			13	12
FBgn0037445	ENSG00000143390			10	21
FBgn0037447	ENSG00000020129			27	27
FBgn0046873	ENSG00000204572			34	20
FBgn0046873	ENSG00000244411			33	24
FBgn0046873	ENSG00000254997			38	27
FBgn0046873	ENSG00000241598			39	20
FBgn0046873	ENSG00000204571			37	28
FBgn0046873	ENSG00000185940			41	20
FBgn0046873	ENSG00000196224			40	20
FBgn0046873	ENSG00000241233			40	25
FBgn0046873	ENSG00000205867			32	21
FBgn0046873	ENSG00000205864			31	28
FBgn0046873	ENSG00000214518			33	32
FBgn0046873	ENSG00000205869			36	15
FBgn0046873	ENSG00000212724			35	32
FBgn0046873	ENSG00000212725			35	32
FBgn0046873	ENSG00000213417			35	32
FBgn0046873	ENSG00000212658			22	8
FBgn0046873	ENSG00000212933			19	21
FBgn0046873	ENSG00000212657			31	7
FBgn0046873	ENSG00000205439			19	24
FBgn0046873	ENSG00000221864			19	16
FBgn0046873	ENSG00000187175			20	25
FBgn0051482	ENSG00000122694			35	44
FBgn0026565	ENSG00000130707			53	54
FBgn0010355	ENSG00000147133			44	49
FBgn0010355	ENSG00000122728			43	49
FBgn0026566	ENSG00000141378			40	41
FBgn0262801	ENSG00000140612			69	71
FBgn0262801	ENSG00000166562			72	69
FBgn0024912	ENSG00000170430			23	19
FBgn0051481	ENSG00000173917			14	30
FBgn0051481	ENSG00000105996			13	27
FBgn0085326	ENSG00000149292			22	7
FBgn0000071	ENSG00000183715			23	22
FBgn0000071	ENSG00000185565			24	23
FBgn0000071	ENSG00000182667			23	22
FBgn0000071	ENSG00000172260			23	22
FBgn0000071	ENSG00000142549			20	20
FBgn0260642	ENSG00000120087			23	39
FBgn0260642	ENSG00000122592			23	36
FBgn0024289	ENSG00000140263			54	55
FBgn0037466	ENSG00000159086			29	28
FBgn0037466	ENSG00000005436			22	25
FBgn0037467	ENSG00000014123			35	33
FBgn0010774	ENSG00000183684			46	47
FBgn0037469	ENSG00000172992			37	38
FBgn0003884	ENSG00000198033			98	98
FBgn0003884	ENSG00000075886			98	98
FBgn0003884	ENSG00000152086			96	96
FBgn0040670	ENSG00000120533			34	32
FBgn0261238	ENSG00000078403			22	28
FBgn0261238	ENSG00000108292			20	25
FBgn0014863	ENSG00000175183			17	45
FBgn0014863	ENSG00000159176			18	46
FBgn0014863	ENSG00000129170			17	43
FBgn0037472	ENSG00000141295			25	21
FBgn0037472	ENSG00000136193			27	22
FBgn0037472	ENSG00000144306			29	24
FBgn0037473	ENSG00000110675			40	38
FBgn0037473	ENSG00000179387			41	44
FBgn0037475	ENSG00000168267			23	17
FBgn0037478	ENSG00000111231			49	43
FBgn0011020	ENSG00000151849			24	16
FBgn0037482	ENSG00000144736			21	22
FBgn0086372	ENSG00000073921			40	41
FBgn0086372	ENSG00000065609			39	29
FBgn0037485	ENSG00000136856			24	22
FBgn0037485	ENSG00000160326			25	21
FBgn0037486	ENSG00000136856			21	12
FBgn0037486	ENSG00000160326			18	10
FBgn0037489	ENSG00000173145			32	32
FBgn0037490	ENSG00000152133			35	36
FBgn0037491	ENSG00000115661			38	40
FBgn0037492	ENSG00000169570			41	34
FBgn0028400	ENSG00000132718			35	38
FBgn0028400	ENSG00000132872			36	40
FBgn0045843	ENSG00000161800			34	20
FBgn0037498	ENSG00000023318			41	41
FBgn0004175	ENSG00000186860			39	27
FBgn0004174	ENSG00000186860			40	21
FBgn0004173	ENSG00000186860			36	26
FBgn0004172	ENSG00000186860			44	27
FBgn0015770	ENSG00000136869			13	15
FBgn0015770	ENSG00000134061			8	11
FBgn0037504	ENSG00000067334			30	11
FBgn0037506	ENSG00000165678			44	47
FBgn0017456	ENSG00000185651			63	63
FBgn0015831	ENSG00000125744			19	9
FBgn0003885	ENSG00000198033			97	97
FBgn0003885	ENSG00000075886			97	97
FBgn0003885	ENSG00000152086			96	96
FBgn0083963	ENSG00000196338			23	31
FBgn0083963	ENSG00000169992			22	31
FBgn0083963	ENSG00000169760			22	31
FBgn0083963	ENSG00000146938			23	32
FBgn0083963	ENSG00000165246			23	32
FBgn0051146	ENSG00000198848			11	27
FBgn0051146	ENSG00000172831			12	26
FBgn0051146	ENSG00000159398			13	28
FBgn0051146	ENSG00000172828			13	32
FBgn0051146	ENSG00000172824			10	29
FBgn0037512	ENSG00000075303			33	44
FBgn0037512	ENSG00000013306			33	41
FBgn0037513	ENSG00000100024			63	64
FBgn0051472	ENSG00000108439			43	40
FBgn0051473	ENSG00000108439			23	23
FBgn0085413	ENSG00000077044			29	42
FBgn0085413	ENSG00000102780			29	41
FBgn0037526	ENSG00000146282			32	33
FBgn0037529	ENSG00000135972			42	42
FBgn0260005	ENSG00000065413			5	14
FBgn0260005	ENSG00000139645			16	15
FBgn0260005	ENSG00000206560			16	15
FBgn0037530	ENSG00000127463			37	34
FBgn0024909	ENSG00000178913			29	38
FBgn0024909	ENSG00000102387			25	24
FBgn0004901	ENSG00000128059			57	60
FBgn0014930	ENSG00000135002			59	58
FBgn0037531	ENSG00000116830			22	18
FBgn0002542	ENSG00000116830			23	21
FBgn0000504	ENSG00000137090			13	15
FBgn0037533	ENSG00000168003			17	16
FBgn0037534	ENSG00000066322			38	44
FBgn0037534	ENSG00000164181			42	49
FBgn0037536	ENSG00000106771			27	27
FBgn0040524	ENSG00000119640			24	36
FBgn0037540	ENSG00000165684			15	7
FBgn0037541	ENSG00000008869			48	50
FBgn0037541	ENSG00000129493			3	54
FBgn0037543	ENSG00000071462			60	55
FBgn0037544	ENSG00000176410			26	27
FBgn0010812	ENSG00000141161			34	35
FBgn0010812	ENSG00000140553			35	35
FBgn0243512	ENSG00000143507			21	20
FBgn0037549	ENSG00000080007			42	46
FBgn0037549	ENSG00000184735			37	42
FBgn0037550	ENSG00000261796			61	50
FBgn0037550	ENSG00000240682			61	54
FBgn0037551	ENSG00000143862			87	87
FBgn0037551	ENSG00000134108			87	87
FBgn0001138	ENSG00000179348			21	30
FBgn0001138	ENSG00000107485			22	34
FBgn0001138	ENSG00000102145			18	30
FBgn0037554	ENSG00000101751			26	26
FBgn0037555	ENSG00000173011			37	36
FBgn0037556	ENSG00000107874			28	30
FBgn0064126	ENSG00000169696			29	25
FBgn0010173	ENSG00000132383			43	42
FBgn0014861	ENSG00000073111			64	63
FBgn0014861	ENSG00000111877			24	18
FBgn0037561	ENSG00000111364			46	47
FBgn0010433	ENSG00000172238			20	17
FBgn0037562	ENSG00000131943			26	24
FBgn0037566	ENSG00000169288			21	22
FBgn0037567	ENSG00000181830			49	46
FBgn0260939	ENSG00000165416			47	23
FBgn0037569	ENSG00000051596			62	56
FBgn0037573	ENSG00000141543			87	84
FBgn0037574	ENSG00000173085			50	47
FBgn0062412	ENSG00000136867			20	24
FBgn0003129	ENSG00000198807			42	45
FBgn0003129	ENSG00000125813			39	27
FBgn0004908	ENSG00000213465			76	76
FBgn0037578	ENSG00000039650			37	37
FBgn0037580	ENSG00000254986			48	47
FBgn0037581	ENSG00000139437			14	13
FBgn0037581	ENSG00000172361			11	10
FBgn0037581	ENSG00000138587			15	14
FBgn0037581	ENSG00000154479			10	9
FBgn0261108	ENSG00000175224			29	28
FBgn0020249	ENSG00000072163			63	60
FBgn0020249	ENSG00000169756			63	57
FBgn0020249	ENSG00000240428			30	42
FBgn0020249	ENSG00000257207			30	42
FBgn0020249	ENSG00000256977			10	29
FBgn0020249	ENSG00000256671			10	29
FBgn0262729	ENSG00000126259			19	19
FBgn0262729	ENSG00000149571			18	17
FBgn0262729	ENSG00000183853			18	17
FBgn0037592	ENSG00000166575			31	31
FBgn0051454	ENSG00000166575			29	29
FBgn0051259	ENSG00000166575			30	30
FBgn0051453	ENSG00000071539			42	41
FBgn0051450	ENSG00000096080			34	27
FBgn0051460	ENSG00000163463			39	34
FBgn0261929	ENSG00000135914			14	27
FBgn0261929	ENSG00000102468			16	30
FBgn0261929	ENSG00000147246			15	30
FBgn0261929	ENSG00000184194			7	17
FBgn0261929	ENSG00000170837			8	18
FBgn0261929	ENSG00000164604			7	18
FBgn0037601	ENSG00000095596			20	20
FBgn0037601	ENSG00000003137			20	20
FBgn0037601	ENSG00000187553			19	18
FBgn0024326	ENSG00000065559			51	54
FBgn0037602	ENSG00000119705			26	22
FBgn0000447	ENSG00000102967			47	48
FBgn0037603	ENSG00000204070			41	42
FBgn0037603	ENSG00000254806			20	33
FBgn0263231	ENSG00000215301			48	58
FBgn0263231	ENSG00000067048			47	57
FBgn0086679	ENSG00000110756			22	16
FBgn0037606	ENSG00000088826			31	33
FBgn0037606	ENSG00000148832			30	34
FBgn0037607	ENSG00000151005			58	58
FBgn0037607	ENSG00000007350			51	54
FBgn0037608	ENSG00000115364			37	39
FBgn0037609	ENSG00000115446			50	53
FBgn0037610	ENSG00000181873			31	30
FBgn0037611	ENSG00000205643			25	32
FBgn0037613	ENSG00000173207			55	67
FBgn0037613	ENSG00000123975			53	65
FBgn0037614	ENSG00000187049			30	28
FBgn0037614	ENSG00000177042			24	19
FBgn0037615	ENSG00000187049			28	28
FBgn0037615	ENSG00000177042			20	18
FBgn0037622	ENSG00000103544			41	37
FBgn0037624	ENSG00000132780			27	17
FBgn0037627	ENSG00000187950			17	6
FBgn0037632	ENSG00000135624			75	75
FBgn0037637	ENSG00000136003			75	69
FBgn0037638	ENSG00000120029			46	47
FBgn0262614	ENSG00000104067			27	20
FBgn0262614	ENSG00000119139			24	25
FBgn0262614	ENSG00000105289			20	27
FBgn0037643	ENSG00000136143			55	54
FBgn0037644	ENSG00000132792			55	57
FBgn0037647	ENSG00000155876			77	76
FBgn0037647	ENSG00000083750			77	64
FBgn0027503	ENSG00000170322			23	28
FBgn0037648	ENSG00000141580			68	67
FBgn0051100	ENSG00000136856			16	23
FBgn0051100	ENSG00000160326			18	25
FBgn0037652	ENSG00000139637			41	39
FBgn0026380	ENSG00000108294			63	63
FBgn0037653	ENSG00000121848			24	30
FBgn0037653	ENSG00000070423			24	29
FBgn0037655	ENSG00000176407			36	56
FBgn0040534	ENSG00000169976			84	83
FBgn0037656	ENSG00000183624			33	34
FBgn0015014	ENSG00000143437			49	40
FBgn0015014	ENSG00000172379			47	42
FBgn0037657	ENSG00000134371			58	59
FBgn0010222	ENSG00000065911			55	49
FBgn0010222	ENSG00000163738			52	46
FBgn0014018	ENSG00000077150			19	20
FBgn0014018	ENSG00000109320			19	19
FBgn0037659	ENSG00000173120			31	36
FBgn0037659	ENSG00000089094			32	32
FBgn0037659	ENSG00000099364			12	23
FBgn0037660	ENSG00000113141			45	45
FBgn0037661	ENSG00000168803			33	34
FBgn0003165	ENSG00000055917			30	44
FBgn0003165	ENSG00000134644			31	41
FBgn0260935	ENSG00000196455			42	41
FBgn0037671	ENSG00000182220			31	29
FBgn0010803	ENSG00000140105			60	55
FBgn0261241	ENSG00000215305			35	35
FBgn0037675	ENSG00000108468			32	30
FBgn0037675	ENSG00000122565			29	28
FBgn0037675	ENSG00000094916			30	27
FBgn0037677	ENSG00000197766			22	23
FBgn0037677	ENSG00000185198			26	24
FBgn0037677	ENSG00000196415			24	25
FBgn0037677	ENSG00000197561			26	25
FBgn0037677	ENSG00000172232			22	23
FBgn0037678	ENSG00000197766			22	23
FBgn0037678	ENSG00000185198			25	24
FBgn0037678	ENSG00000196415			25	26
FBgn0037678	ENSG00000197561			26	26
FBgn0037678	ENSG00000172232			23	24
FBgn0037679	ENSG00000140474			39	38
FBgn0053936	ENSG00000107372			38	36
FBgn0053936	ENSG00000086666			40	38
FBgn0037683	ENSG00000165983			45	46
FBgn0000723	ENSG00000182511			45	26
FBgn0000723	ENSG00000151422			45	26
FBgn0083953	ENSG00000164898			41	36
FBgn0037686	ENSG00000109475			40	58
FBgn0037687	ENSG00000114021			52	53
FBgn0037688	ENSG00000117475			22	25
FBgn0037689	ENSG00000164187			43	43
FBgn0003889	ENSG00000188229			94	95
FBgn0003889	ENSG00000104833			93	93
FBgn0003889	ENSG00000196230			93	94
FBgn0037690	ENSG00000171303			45	39
FBgn0037690	ENSG00000169427			45	41
FBgn0037690	ENSG00000124249			38	39
FBgn0011740	ENSG00000196547			39	37
FBgn0011740	ENSG00000112893			39	38
FBgn0261552	ENSG00000104967			33	40
FBgn0261552	ENSG00000139910			34	40
FBgn0037696	ENSG00000100577			50	56
FBgn0037697	ENSG00000100577			58	58
FBgn0037698	ENSG00000118156			12	18
FBgn0037698	ENSG00000156030			6	12
FBgn0037698	ENSG00000124496			9	14
FBgn0043791	ENSG00000162551			38	40
FBgn0043791	ENSG00000163295			37	38
FBgn0043791	ENSG00000163283			37	38
FBgn0043791	ENSG00000163286			38	39
FBgn0037700	ENSG00000205323			25	36
FBgn0260010	ENSG00000104177			28	29
FBgn0260010	ENSG00000099783			27	24
FBgn0003205	ENSG00000213281			76	76
FBgn0003205	ENSG00000133703			76	76
FBgn0003205	ENSG00000174775			78	78
FBgn0014022	ENSG00000151304			19	21
FBgn0014023	ENSG00000136522			36	33
FBgn0037703	ENSG00000120733			40	20
FBgn0037703	ENSG00000171988			35	12
FBgn0037703	ENSG00000115548			38	25
FBgn0037703	ENSG00000168453			22	16
FBgn0037702	ENSG00000157107			24	35
FBgn0037702	ENSG00000130475			22	30
FBgn0037702	ENSG00000118473			17	24
FBgn0000244	ENSG00000131746			21	21
FBgn0037705	ENSG00000137075			14	24
FBgn0037705	ENSG00000146083			13	26
FBgn0037707	ENSG00000205937			37	46
FBgn0037708	ENSG00000155275			35	24
FBgn0037709	ENSG00000248098			55	55
